label,title,content
1,"Hard hitting, indenpendent cinematography, at it's finest!","This has got to be one of the best films i have been priveleged to see in a long time. The realism is just insane coming from such young actors. they just didn't play the part, they were it. There's moments in this masterpiece that you flat out forget you're watching a screen. a must see for anyone who likes good cinema."
0,Ok I guess,"This book was OK. I had to read it for school but I agree that it had way too many narrations in it and the only thing that captured the teens' feelings and thoughts were the scant entries from their diaries. This book didn't move me at all. If the author had put more of the kids' entries in it, it might be more effective."
0,Have not received my item in a month.,"My order was placed on August 28, but I have not received the printer in a month."
1,"Great rice cooker, poor instruction book","Although the rice cooker itself works great, the instruction book which comes with it is very poor. It doesn't even explain when to use which of the two slightly different sized cups the unit comes with. That said, it cooks white and brown rice beautifully and makes a terrific batch of steel cut oats oatmeal.One feature I wish it had was to give some indication of the approximate cooking time left to go. It only does so for the last few minutes of the process. Also, the built in clock doesn't seem to have a way to display North American convention 12 hour time and always displays in the 24 time format. The clock isn't important as we are surrounded by clocks on just about everything with a digital display these days, but it does show lack of attention to the local market. Then again, maybe there is a way to change the clock mode and I just can't find it in the manual!"
1,Great Set,This is a well made Backgammon set and the Movers have a good feel in your hand. Good quality dice and a set of rudimentary instructions. The case closes securely and is a nice size for a home set. Recommended.
0,Ninja Batman????,"Bruce Wayne trained as a ninja? He could single-handedly defeat all the other ninjas, including his mentors? He got all his weapons and gadgets from an inventor in his late father's company? Where did he park his batmobile when he was fighting thugs and rescuing his girlfriend? How did he drive the batmobile there without being noticed in the first place? The ninjas were going to kill him, but when the giant beam fell on him, they just left him alone, to be rescued by the butler???They tried to fit all the pieces in, but ended up leaving too many holes."
1,Brilliant,"Steinbeck's book Of Mice and Men is one of the most incredible works of American literature. It's a story about how two men try to achieve some semblance of success in Depression-era California. However, all of their hopes and dreams are shattered by the people around them. This is a must-read."
1,"""Carpet didn't match the curtains""","I was disappointed the product received didn't match the photo here; there was no flange on the top as indicated in the photo. The other drawback was the fact the holder was 'closed' at the bottom; I intended to use this as a net holder and wanted the handle to pass all the way through.Those things said...the vendor was very responsive to my request for return and full credit. Then, having had the weekend to consider, I was able to cut out the bottom of the liner sleeve, thus allowing the net handle to pass through as desired!I haven't had the boat on the water yet, but expect this unit to perform just fine."
0,Kundera was right to object,"The movie doesn't at all reflect the original book story in its core concept. If I didn't read the book before I wouldn't be able to guess what is the movie trying to explain. I doubt anybody, based on the movie only, would be able to understand what happend in 1968 in the Czech republic and what was the consequence for the entire society."
1,Great boot. Light but rugged.,This boot is well constructed for a light weight boot. I experienced minimum break in time with no hot spots. Good support and quite comfortable. I have not hiked in wet conditions so I cannot speak to the water proof feature. The boot runs true to size. I would buy another pair if these were damaged or lost.
1,Robert Clark and the Olsen twins,"I saw this movie and i thought that the twins were really good.But,I really like the way that Robert Clark played Helmet Head.Keep showing more movies with him."
0,Let's hope this is also the end,"This movie reminded me of a very long music video without the music (other than the bombastic soundtrack). The plot is very thin and rife with cliches, and the characters are very poorly developed. Christian Bale conveys anger well, but his character makes no other demands upon his acting ability. Katie Holmes is almost forgettable; what separates her from a thousand other 20-something starlets is not evident in this film. Finally, I understand that Gotham is a dark place; but this film is so visually dark that it is often difficult to discern the action. Only Michael Caine is palatable, although even his character is one-dimensional.I expected much more from Christopher Nolan, whose Memento and Insomia were remarkable for their complex yet coherent plots. Like John Dahl, Bryan Singer and Curtis Hanson before him, Nolan appears to be another young director with great potential who has decided to cash in on his reputation while he still has one."
1,Great movie,Chronicles of Narnia: Prince Caspian is a great movie because it was in blu ray and everyone should watch and own it.
1,Not the usual CS Lewis,"Having heard much about this book from a Wheaton professor, I finally read it with an expectation of receiving great insight. For that, I will have to re-read, I think. There are hints of truths, some of which I know I missed, since I am accustomed to didactic presentations. Didn't quite realize until the end that it is indeed a retelling of an old myth. At any rate, it is an interesting read, even if taken only superficially."
0,no sale,"The DVD set lacks CC for the hearing impared. I think this is kind of strange, considering one of the characters is going deaf."
1,Too bad it did not bring the Mask,"My 4-year old girl loved the costume but unfortunately it did not include the mask. I inquired the seller and they confirmed there was a confusion : the description of the Costume did not include a mask , I replied even I did not notice it in the description, the picture showed the girl with the mask and there was no clarification about it. I think they should have made a clarification, it seems to me it is false publicity. It is good to know they have updated the picture."
0,Wow...,"Alright so this thing really needs a warning label on it. ""WILL FREEZE WHEN TRYING TO SKIP SONGS"" This stupid contraption lead me in the end to just break it. It freezes up when I try and skip a song, I have to try and turn the damn thing off before I can even go to the main menu after I've used it for about a half hour. The battery life is great, really, but it's just not worth it when it's playing and it goes to the next song, but the screen says it's one minute into the last song previous it was playing. Basically, you can't skip the song if you wanted. Nice going Sansa, you made a piece of crap."
1,I Can See Clearly Now.....,"The picture quality is among the best I have seen for a blu-ray. The sound quality is pristine. I rocked the house playing it through my home theater system. The reason it got 4 stars was for the lack of special features for both Spider-man and Spider-man 2. This set included Spider-man 2.1(Extended Version), which was nice, so the trilogy is almost a quadrilogy. I waited for a price-drop since I had all on dvd prior to my purchase."
0,Leave this one to the bibliophiles,"Yes, I am a 17 yr old high school kid. But I can tell good books from the bad ones. ""The Scarlet Letter"" is a ""classical"" tale of 2 lovers. To be concise, this novel is too wordy to be enjoyable. People can say it's a classic romantic novel, it has good character developments, it has good themes and ironies, blah blah blah. I, like most people, don't judge a book by checking out its trap metaphors; all in all leave this book to a ""Doctor of Puritanical Philosophy"". If youre looking for a more entertaining classic, read ""Huck Finn"" by Twain."
0,Pocket Neopets,"I got this toy during the summer of '03 so I could have something to do on a long roadtrip I was going on. I love neopets, and I thought that a pocket neopet, would be similar to the site. Well it's not. It really boring. There is only four games that you can play. Negg Drop, Techno Says, Poogle Races and Fruit Machine. After about 20 minutes I got bored with the games. You can only earn Neopoints(neopets money) for the first couple of times you play. So I decided that I would buy some food and a toy for my neopet. Well there is only like 3 toys you can buy and 3 items of food you can buy. It's pretty boring. There is nothing else that you can really do. I put it in my junk drawer and havent taken it out sense. This is definatly not worth your money!"
1,looking for facts,"there must be someone who knows the answer to this: the baby as per wikipedia, says the baby was due 06/28/66 - My Question is: what day did the baby actually get delivered - ppl have told me yrs. ago it was 06/26/66 - any help would be appreciated!!!"
1,Better than I remembered,"I read this book when I was 12 for school and it schoked me then. It shocked me even more the second time around. It is a"" timeless Must Read"". RIP R. Bradbury"
1,An Unfound Gem,"This band has a straight forward approach to music that is sturdy, simple, aggressive and a little annoying, in a good way. The often frenetic lead guitar is right up front to create a classic rustic American sound. This band must like Blind Willie McTell as they cover Dying Crapshooters Blues and mention Mctell in their original track Down at Danny's. If you are looking for something different with a classic American roots music sound - this is a nice find."
1,"If I could give it more stars, I would!!","I have to say that I really really enjoyed this book. As soon as I was finished I drove over to my parents house to give it to them to read!There are some many mysteries surrounding the sightings of Mary, the mother of Jesus and putting them into this book with its conspiracy plot was magic. Although it puts some aspects of the Catholic Church in a bad light (and I'm Catholic), it is a work of fiction to be enjoyed on that level! I hope to read any other books by Steve Berry as I'm sure that they will be as wonderful as this was!"
0,Too boring,My one year old loves 5 of the Sesame Street DVDs we ordered for her. This one however was a total dud. There wasn't much here to keep a kid's interest and the educational value was marginal at best. Look elsewhere.
0,Relaxing viewing time,A DVD of clear good photography and quite pleasant to watch but a little embarrasing in family company. Really only suitable for watching in private.
0,Dangerously flawed,"Galbraith is an economist who could only operate in academia--in any other setting he would be a joke. In his many books, which are widely cited, he attempts to provide an economic justification to socialism. The principle flaw in this book, from which all the others radiate out, is that all spending is equal. That government spending is just as productive to the economy as personal or corporate spending. He uses this assumption to justify confiscation of wealth by the government through the tax code. Of course, we know now that most of the taxes collected by the government is at best wasted money, and at worst counterproductive to society (welfare, subsidies, foreign aid to countries that hate us, etc.)All that being said, I highly recommend reading this book. It's important to know the enemy."
0,great movie massacred by tape quality,"One of my all time favorite movies has been edited for television recorded extended long play, and packaged as though nothing was done to it. don't buy this tape wait for the dvd version that should be coming out soon."
1,A unique piece of history,"A veteran ABC Newcaster during the turmoil in the south in the 60's and 70's and an individual who met and befriended H Ross Perot, Murphy Martin gives in inside look from his vantage point of the events of Martin Luther King, the Kennedy Assination and some of Ross Perot's most incredible exploits. It is well written and full of interesting tidbits of the personalities of the day."
1,10 Channel Mixer,I bought this mixer for my husband off his wish list. He was very excited and loves it!!!!!
1,Amazing!,"For ten years I've had chronic lower back pain from a gnarly snowboarding accident that really affected my surfing, my work, and my active life. I tried pretty much everything -- physical therapy, tons of stretching, chiropractic care -- and nothing really provided nay lasting results.A friend of mine recommended trying yoga as a remedy, but I never took it seriously until I saw the Yoga for Surfers video. I figured I'd buy the tape and give it a try (heck, I tried everything else!). And after two months, I was virtually pain free! I've been doing it for 6 months now and it has been an amazing turnaround. I also picked up Yoga for Surfers II and I'm working my way into that routine.When my dad told me he had back pain, I also got him this dvd, and I know he'll love it."
1,Truly and excellent book.,"Actually, I rate this an 11. This was the first, and the fifth, and the last Clavell novel that I have read (yes, I read it three times). Clavell even coproduced an excellent movie adaptation in the late 60's (though filmed purposely in black and white) which captured the entire mood of the book. The reason that this book works so well is that Clavell himself lived the story. The character of Peter Marlowe is based on Clavell himself, and it shows.This book is a brutal, depressing display of humanity at its basest. Not for the light hearted, but a must for anyone interested in WWII or in Asia."
1,I Love This CD,"Mesmerizing vocals, meaningful songs, and outstanding pop music arrangements is what this CD is all about. I love Clay Aiken's singing!!! I love this CD, and you will too."
0,Muddled ending disapoints,"The good: The basic plot line is interesting- a man who has just been killed by the electric chair has his finger print turn up at a murder scene. The writing itself is good. The main character Kay Scarpetta and an old professor of hers are well `fleshed out'.The bad: Other characters are not well `fleshed out'. The plot never fully explains itself. Is the book about figuring out how a dead criminal could commit crimes - or is it about Scarpetta - redeeming herself in the eyes of everyone around her - after developing an anti-social workaholic tendency after the death of a loved one? The latter seems to be the path the author choose - leaving some of the twist in the plot unresolved. Though others in the story have made Scarpetta out to be the villain (on many different levels - as a family member, as a friend and as a professional) in the end her `goodness' is redeemed. How the bad guys in the story turn out seems to be unimportant - which I found to be a major flaw."
0,Doesn't work,"I received this item and it;s dead!Doesn't work and I cannot return it. wasted $40 bucks..I'm so angry, I bought this as a gag gift for my friend for a party and now i'm out money...Very disappointing..."
0,"If you read the book, don't watch the movie!","I really enjoyed this book, but I was very disappointed by the movie. Rather than a story about the Italian countryside and the adventure of remodeling a home in a foreign country, this movie was about a divorced woman looking for love and her gay friend's dramatic life. Blah. I had wanted to see the charming Polish workers and the quaint Italian villages that were an important part of the original story. Oh well, this wasn't the movie for me."
0,not the best book!!,"well first of all i thought that this was the worst night world book in the series and believe me i have and read all 9 of them. Gillian is just so shallow and a little sissy the only thing she wants is to be popular and have David as her bf like its the most important thing in the world!! i thought David was stupid too he seem to only fall in love with Gillian because of her transformation to being well liked he was just being shallow and really stupid. i think Gillian and David are the most stupidest characters in the entire night world series!! so far this was not the best book so far. the only part i liked was where Ash showed up i was totally happy when he was in this book. he is just funny and such a hottie to be with. the other books i recomend is Witchlight, Daughters of darkness, Soulmate, The chosen, and Black dawn."
1,An exciting adventure,"As one of the 100 greatest books written, at least this book doesn't leave you wondering why. It's a classic in it's sense of adventure, sci fi, and originality. Relatively short, this book keeps your interest throughout and it's main character of Captain Nemo is a true joy. In summary, a very entertaining book."
0,Very Penetrating,"Rumor has it that Cinnamon Moonpie (better known as C-Murder) had wanted to title his CD ""Trapped in a Man's Ass"", but his handlers warned that it might dampen sales. They also forced him to change some of the more explicitly homoerotic lyrics into more standard gangsta bling-bling tropes. Personally, I think the original concept would have been a refreshing change of pace. I've been waiting for a long time for a rapper with the guts to admit he's not afraid to love another man in the most intimately physical way. We've known for years about CM's tastes and proclivities, but the hypocrisy of the music biz forces gay rappers to hide their true nature beneath transparent macho posturing, lest they alienate their more dimwitted, less progressive fans. But if you read between the lines, it's pretty clear what they're really on about.Say it loud, say it proud, my beautiful gay black brothers!"
1,Something I'll Never Grow Tired Of!!,"For years and years, I always had to watch A Charlie Brown Christmas on broadcast television. I could never miss it! I finally missed it this year, and had to buy the DVD. Now, I will still watch it, even in the dead of summer. Even though there's nothing extra on the DVD, it's still fun to have it around for whenever you feel like watching it! A must have for kids and adults, alike!"
1,Enchanting and Creative,I wasn't sure if this was a novel for preteens at first glance. But upon finishing it did surpass my expectations. Of course I do love almost all fiction novels. Any book that's can get lost in.
0,Didn't work,Tried to play on two different Blu-ray players and it simply would not play. I could only get it to play on my computer. No good.
0,Glue failing,"Good looking shoes, but...after just 1 month,the glue is failing at the edge of the shoe where the foot bends. The shoe still looks perfect, but I had to use shoe goo to fix it. Seems like for the price, and for as long as this style has been around it shouldn't so this?!"
0,Not the best in zombies,"I was very excited about reading this book, especially knowing it was a series. The hope to carry characters through a cataclysm is one that intreges me. Unfortunatly, although the concept around the story is a good one, the characters are incredibly unsympathetic. They are either bickering or whining, even close moments when you feel that they are going to connect it turns into a confronation. At the end I really didn't care if they lived or died.And the language is unbelievably harsh, yes, I don't mind the occasional f-bomb, but at times it seemed unrelenting. If you agree with this review and have read the other books and Mr Moody's writing style has changed please let me know."
1,toni estes HOT HOT HOT!,THIS ALBUM IS ONE OF THE BEST OF THE YEAR.ITS IN THE SAME MOULD AS DESTINYS CHILD BUT THERE ARE MORE UPTEMPO TRACKS.IF I HAD TO PICK MY FAVOURITE SONG IT WOULD HAVE TO BE HOT.BUY THIS ALBUM YOU WONT BE DISSAPOINTED.
0,Doesn't lock well,"The accuracy of the rule and ruggedness of construction seem satisfactory. Unfortunately the lock mechanism doesn't work well, the rule moves when pushed even when the rule is locked tightly. I cannot tighten the lock enough to keep the rule from moving when it is forcefully pressured."
1,Gregg Braden brings us a valuable book,"This book by Gregg Braden is fantastic in the best possible way. It is packed with answers that make sense. I had originally borrowed the book from my spiritual teacher, and I had to remove many sticky notes that I had used to mark important information when I returned it, months late. I had no choice but to get my own copy. I will re-read this a number of times, and I have returned to select passages many times already. Thank you Gregg, for sending this information out into this world!"
1,Excellent signal,"A few points I'd like to share:1. Excellent reception - I'm using Linksys router with DD-WRT firmware and this card picks up consistant 5-bar signal. I've previously had Buffalo Airstation WLI2PCIG54S in the same machine and it only had around 2-bar of signal strength (same location.)2. Antena cable is about long enough to put it on top of a midsize tower.3. I run RaLink (for chipset RT61) on XP machine instead of the MSI supplied driver, also configured thru Window wireless option. So far, it's been stable, no drop signal.For price/performance ratio, I think this is a great choice."
0,"Worse than Amorica, and that says a lot","This album is definately a low point in their great career. I thought Amorica was the result of them taking too many drugs. I think this album is just the opposite; they are completely sober on this one. I am not an advocate of drug useage, but ""Southern Harmony"" was brilliant for Chris Robinson's imaginative psychedelic induced lyrics and the Crowes slightly stoned hard-rock blues. This attitude is also evident on their awesome debut and other great album ""Three Snakes"". They lost their grit on this one, complete with over-production and lackluster typical rock and roll lyrics about love. A let down from previous great Crowes albums."
1,human character in constant conflict between strong forces,"Good literature provides keen observations in behaviors and psychology of human beings when faced with moral choices and consequences, and this book definitely is filled with good stuff. The main character, Mr. Henchard, is severely flawed and his iniquities are multiple, and yet, he also is so human and really hard not to have sympathetic feelings toward him in the end. The writing is wonderfully philosophical and dramatic, especially the last paragraph of Elizabeth-Jane's reflection on life is movingly insightful."
1,"Dynomax 17340, Jeep Cherokee","Geart system!!!,this is my second one on my JeepVery easey install, just cut the old one off with sawzall.Comes with everything you need except the metric bolts.Just go down to the local hardware and get stainless.Love the stainless tip, polish it up with a little rubbing compound and looks great.Good deep sound and just loud enough for me.Thanks,RR"
0,sucks,i just got one word this movie blows one of the worst movies i have seen in a long time the first part of the movie put my wife to sleep. any body who reads this it is not even take the time our the money to by this movie
0,notorious for phantom paper jams,"Mine worked well for the first year and then it started thinking that it had a paper jam. The printer would pick up a sheet of paper, feed it half way through then stop, saying there was a paper jam. There was no paper jam. The printer just thought there was. Upon doing a little research I discovered, much to my chagrin, that this is an all to common problem with this model. Do a search on 'HP Photosmart 2575 paper jam' and you'll see the same reviews I did. It's too bad that HP has not fixed the problem or even addressed it anywhere on their website.I've always liked HP products but you would be taking a big chance if you were to purchase this particular model. It might work fine but it might also render itself useless by the phantom paper jam. There's just no way to know which route your printer will take."
1,Great fit for 70# lab mix,"I bought this as a gift for a friend who has a 70# lab-shar-pei mix. Even though this dog's head is a bit smaller than the one pictured on the front of the product, it fit perfectly and my friend has seen great results in her walks with her dog, who used to pull like mad, but is now behaving really well thanks to this little contraption."
1,Incredibly engrossing,"I absolutely loved this book, it was so engrossing, could not put it down. Hawthorne has wonderful descriptions, it is a fascinating time in history and he brings it alive. A flawless book."
0,Constant Rash,"Great price for this product, but it caused both of my kids to have rashes. I ended up going out and buying another kind to mix with them so the rash would subside enough that we could use the diapers without wasting money and having to throw them away. These also don't have elastic in the back waistband of the diaper...another really nice feature in other brands."
0,Jawbone Repair Kit? Maybe,"In an odd case of poor quality control, the package of eargels came with two of one of the six sizes and missing one of the others. I bought them to make my Jawbone headset fit. It's better than it was, but still not ergonomic."
0,Book,"This book is confusing, it jumps around to much, to many generations in the book. I could not understand this book at all."
1,Good value,This product was delivered by provider on time and the quality is better the original I bought directly from my cell phone provider and way cheaper! The only down side is that the cord is short so it is difficult to talk on the phone while it's charging (unless you are hands free).
1,"Excellent plastic, very convenient size","This plastic is very conveniently shaped for running around the house - I have previously bought plastic materials that have to be cut to size and did not find them handy as this one. Very fast shipping from seller, too."
0,8 Crazy Nights,"DO NOT WASTE YOUR MONEY!!!! One reviewer states, ""the funniest Christmas movie ever"". This could not be farther from the truth. I like many of A. Sandler's movies. However, this movie sucked really bad. It was crude and not funny (reindeer pooping and eating poop?...come on!). It was irritating and not funny (the old man's voice was so grating, it made you want to scream five minutes into the movie). Most of all, the movie was boring and embarrassing to watch in mixed company. I still can't believe I wasted $4.00 to rent it."
0,It is all untruths...lies!,"I was there for two years, there are very few if any real facts in this movie, on the Extras Disc the advisers and statisticians did not tell the truth...The movie is a lie!"
0,Works,It was a bit confusing to assemble. Had to redo a few times before I got the right rods with the right utensils. In the end you get what you paid for - bottom of the line product for cheap.
1,This is an amazing book.,"This book was required summer reading 2 years ago for my english II AP class. I thought it was really an amazing book. I loved the main character how strong willed she was even though she was more human and not cave man. I thought Auel did a great job writing it, but sometimes she was too descriptive about setting of the story. Description and imagery is good, but too much of it takes away from the story. I have read the rest of the series, but if you like this book you should read the others that go along with this series.thank you for your time,Loran"
1,THE MAGIC ORANGE TREE,Is a really good book!!! Easy for kids to learn. I will recommend this book to other family. I PERSONALLY ENJOY READ TO MY LITTLE ONE.
1,Helpful and Thorough,Hartley does a great job with structure and background. I had hoped to see a bit more interaction with the actual grammar although he does a very good job interacting with semantic and lexical questions. He also does well tracing larger Biblical Theological motifs. I recommend this volume highly.
1,Great film but track down the (easy to find) uncut version!,"Many Takeshi Kitano fans hate this film but I actually find it to be his most enjoyable. If you liked Sonatine, then you will like this. However this is the American version of the film and it is HEAVILY CUT AND EDITED! Poorly cut and edited too may I also point out. Some parts which were clear and easy to understand in the original become confusing due to the editing. Have no fear THE ORIGINAL UNCUT VERSION IS EASY TO FIND. I recommend this edition of the film:Brother (Uncut release!)which is awesome."
0,Disappointed with the sound quality,"If you buy concerts on DVD because of the great sound, skip this one. I was amazed that George Martin and all those experienced players allowed such an amateurish recording to happen. Some of the performances were disappointing: Mark Knoffler seemed to be drunk and/or on autopilot, Paul McCartney made my throat sore hearing him attempt to hit high notes that he can't quite manage anymore."
1,"Gad Zuks, Batman!","No calories, no carbs, just great taste to add to coffee anywhere you are. I keep it in my purse. This stuff is great!"
0,mothman-putting the loose ends together?,"I found the movie leading in many directions....Why was John's wife appearing in Point Pleasent? Was this the mothman? Why did John appear for Gordon 3 nights at 2:30 a.m? These questions were never answered in the movie.... or did I miss something? The movie ran long for me, maybe because of the loose ends. I could be wrong, you decide. Go see the movie......"
1,"""El Dorado...as good as gold""","Elton John returns with 11 very seductive tracks on this release. The melodies are strong and he sounds great! Particular stand-outs include ""Someday Out Of The Blue,"" which is the first single, ""Trust Me,"" ""My Heart Dances,"" and ""Friends Never Say Goodbye."" A few more EJ tracks would have been better than the instrumentals included at the end of the album. Overall this is a fine body of work. The first single is probably the catchiest of the songs on this release, and a good follow-up single to this one would be ""Trust Me."""
1,Numbers Puzzle,"I bought this puzzle for my son because we can't afford day care prices and need some things to work with him at home on the basics like ABC's, Numbers, Colors and Shapes. I have nearly every educational puzzle that Melissa and Doug have put out and I love them all."
1,A glorious film!,"This is a wonderfully entertaining film. Sidney Poitier is charming anddelightful as Homer Smith. Homer experiences car trouble on a desert road. He receives assistance from a group of nuns in a nearby retreat.He obliges by doing chores for the nuns. The superior nun persuades himto build them a chapel. Homer is at first reluctant, but soon the projectbecomes as important to him as it is to the nuns. Poitier received a well-deserved Oscar for his role. Lilia Skala was nominated for BestSupporting Actress as the leader of the nuns. A spiritually feel-goodfilm. Excellent. (4 stars out of 5)"
0,Didn't fit,"Although good quality product, it doesn't fit my ear at all. None of the sizes fit comfortably or snug. I can't use it at all and just wasted my money."
0,Not My Style,"I got interested in this group as I was looking at a U-Tube video that utilized the song ""Lullaby"" from the Bond Classified album as back-drop music. I was so mesmerized by the tune I bought every Bond album there was available as well as this Live video. Unfortunately, for me - all the other songs on all the other albums were nothing like the ""Lullaby"" song and quite honestly, I threw everything else in the trash. This is not to say that the group plays bad music or are untalented in any respect...This type of Techno-Symphony is just not my speed...I prefer soft rock as opposed to this."
1,Good Unit,"I've already dropped it, (unit was off) and it's fine. It's a little larger than I expected, so is more of a pocket unit than an armband or clip-on. The creative software is not too good - I did some searching and found some recommendations for Notmad Explorer - which does truly rock as accessory software for the Nomad. It will copy over playlists from most other media players without a hitch- which was problematic with the Creative application. Overall I'm pleased with the purchase."
1,A great Baby pillow!,"This is just an adorable little pillow. It will be great as an added decoration in my baby room. Remember this is a BABY pillow, so it is smaller and not made for an adult. The person who previously gave this pillow a rating thought it was too flat and small, but I found it was perfect for a baby room:) Plus! It's a perfect match to the Nautica 4 piece crib set."
1,Batman Begins Anew!,"This is the best superhero movie ever made, and I have seen them all.Batman makes Spiderman look like a total loser.This and Batman (1989) are the only movies of batman worth seeing. The Joel Schumacher renditions are utter CRAP!As Christian Bale said when getting an award for his role in Batman Begins ""It is great that Chris [Nolan] has finally brounght back some DIGNITY to the greatest superhero of all time..."" That is a semi-quotation of what he said, you get the idea.This movies is totally amazing, I can't wait to see ""The dark Knight"", whcih began filming this month (March), and will be out next year.I have no doubt it will be amazing, just as this film is.BUY IT!"
1,An escapist reading classic,"I originally read these books in my early teens. It is an escapist guilty pleasure to revisit them in my 50's. Campy, but classic. I'd highly recommend for anyone who enjoys sci-fi/adventure tails."
0,there was no entry for zero stars....,"Bad, bad, stupendously awful! Really bites the big one. That's probably what Leonard Pinth Garnell (sp?) would have said on the old Sat. Night Live show. What a big disappointment this film was. We are huge fans of the original, and went to see it with high hopes. It seems that most of the rest of the viewers felt the same way; people were restless, chatting and getting up to get more snacks. When Owen Wilson loses his head, instead of screams, the theater filled with sardonic laughter. Neeson phoned his performance in, Lili Taylor was wasted, and Zeta-Jones, well, as an actress, she is very pretty."
1,Good movie,This is a classic and always good. I used it for my students in class as Charlie Brown never goes out of style.
1,great movie,"have always loved the movie, finally decided to purchase it was glad i found it at amazon for really cheap! :) including shipping i only paid $3!! thanks amazon!"
1,If only Hollywood could offer something this good,"I saw the previews for this movie while waiting for my main feature it seemed interesting so I remembered the title and I am so glad I did. Excellent story, excellent acting without it be overdramatized. I will add this to my collection."
0,Not what I expected,"When I was younger I had a crocadile dentist that you actually pulled the teeth out, thats what I was expecting. This was a travel size one that all you do is push the teeth, not very fun. My 4 year old broke it in less than a week, but we were not too upset! Not a bad toy for a road trip, but owuldn't recommend it for a family game."
1,Intriguing story,"While I don't consider it the best of Ms. Feehan's books that I have read, The Scarletti Curse is an intriguing story that is very solid. The protaganists are believable and interesting. If you like Ms. Feehan's books I can recommend this one as an addition to your library."
1,Engrossing story!,"I picked up the Kindle version of this book when Amazon made it free for a limited time, and I'm so glad they did (it worked out for Amazon too, because I purchased the other two books as soon as I finished this one). I had kind of fallen out of reading for pleasure and just bought the Kindle. This was my second book I read on it and I loved it so much that I've been reading like crazy ever since. Lawhead totally pulls you into the world he creates. The characters, environment, battles, and problems are all well developed and you end up totally engrossed. I'm glad it was a trilogy and not over after only this one book.A great read for any fantasy fan."
1,The Way is Was,"Great look at the past of striped bass fishing on the Cape. Money, politics and fishing competition made this a great read for the avid bass angler. A time never to be visited again. The man became intergrated into the life cycle of the striped bass. As the seasons and years changed , so did the man, so did the politics, so waned the competition, so lost was the inner workings of his family. A time to remember and a time remember less."
1,Of Mice and Men,"This action packed book was filled with laughs, and tears. George Milton and Lennie Smalls are best friends. They have been working together for life, and one day plan to have a little house with crops and animals. They both go to work on another farm, and it seems to be working out for them, so that one day their dream can come true. But then Lennie gets into big trouble that costs two peoples lives and affects many others."
1,Up From Slavery,This book is a must for todays generation and for those who feel in a minority. It is a great encouragement as to what a person or group of people can do if they set the mind to it and are willing to exert some effort. There have been times that my wife and I cleaned toilets for a living and we determined to do the best job we could. This book helps me to have another reason as to why we did that.
1,Beautiful MOH Dress,"I bought this dress for my daughter, who is my Maid of Honor at my upcoming wedding. The dress is gorgeous! The perfect shade of red. The style is beautiful. The dress shipped and arrived faster than expected..which is always great! A great buy!"
1,IT'S GREAT!,"All the other reviews say this product is boring and ""save your money""....Well my daughter & I LOVE IT!You get to pick one of three pretty girl skaters, You pick her one of, AT LEAST 15 costumes. Somebody said the skater ""never falls""?? Thats boloney. She falls plenty until you develope the hand eye coordination this FUN, FUN game takes. It's a GREAT cd.rom for any age. Have some fun for pete's sake! This world is SO NEGATIVE! I Highly Recommend Barbie Sparkling Ice Show!!!"
0,"The Political Paranoids' ""Gospel of Orwell""","Orwell is one of the most overrated novelists of this century. He's nothing more nor less than a second-rate hack who profiteered by preying on the worst fears of modern man. Today, his book is the modern bible of the paranoid disgruntled white male and other conspiracy nutcases. Yet another fairy tale, albeit a grown-up one, warns us to LOOK OUT for that proverbial boogy man--Big Brother, in this case, being the latest in a long line of aliases he goes under. Perhaps Orwell's ""Newspeak"" should include these additions: ""Propaganda is Truth""; ""Truth is Absolute""; ""Freedom springs from Fear""; ""Extremism is Virtue."" This book has never made anyone stop to think, but, instead, to fear and hate one more faceless abstraction. Contemporary paranoia gets a much more powerful portrayal in the works of Thomas Pynchon, such as ""The Crying of Lot 49."" At least IT has the virtue of being well written."
0,Boring!!!,"This is supposed to be a romantic comedy, yet there are no comic moments. I could see the potential for comedy, but it just wasn't there. Maybe it's Diane Lane or maybe it's the director. I kept wondering if Lane was playing a teenager or an adult. I couldn't get involved with the character at all. She seemed to be faking it all the way through. I would've given no stars, but I thought the Italian countryside deserved at least 1 star."
1,Sobre Los Reyes Malditos,"es una excelente obra , es el inicio de una saga muy interesante. a pesar de ser una novela , su sentido histórico es completo, su adaptación al contexto tambien, de verdad la recomiendo, a todas aquellas personas que os guste leer novelas, obras y escritos entre otros, reales o ficticios relacionados del siglo XI al siglo XVI."
1,Delicious,"This is a wonderful, quiet and relaxing CD that I find Iput on quite often. MB has a wonderful voice that canjust about sing anything. If you want good music try thisCD and then look up and find the rest of his music. Hewasn't awarded England's top male singer in the past 25 yearsfor nothing. He certainly is my favorite singer and I willcontinue to purchase every album and every video he puts out."
1,An incredible piece of work!,"This book, by Elizabeth Winthrop was one of the best books I've ever read. It was a real page turner! The end of every chapter left me wanting to read on. If you love fantasies too, I strongly recommend you pick up this one today!"
1,Nice shirt!,"Of course, it is just another white shirt--but a great one for the price, and my husband loved it."
