text,label
"Guys are super cool.  Really only sell Giant, but for repairs and maintenance you can't beat them.  Always support your local shop.  (I've seen some bad reviews.  Honestly most of them are from local kids.  There is a problem with theft in the entire strip mall with kids)",1
"I'm not a fan of cheap haircuts. You get what you pay for. I NEVER get a \""""real\"""" haircut at any of these $10 places. But what I will say is, I've never found a cheap haircut place that can cut bangs as well as this particular Fantastic Sams. I've been all over the Valley in between my \""""real\"""" salon appointments to get my bangs trimmed and I've never gone back to the same place twice... until now. Daisy- she's awesome, and takes her time. She does what a real hairstylist does- combs, measures, looks, cuts, repeat process. I've been back 3 times and had consistent results. I take my 10 year old daughter to her and she's slowly fixing the awful haircut she got at another salon (I use that term loosely). Again, you get what you pay for, and here, it's better than expected, at least for a kid's haircut lol. I can't speak for the rest of the staff but I will say this one stylist is good.",1
"I'm glad there's a new owner in this establishment because the last one was awful. We got the house rolls with spinach and feta and they were sooooo good! Then there was the extreme meat pizza, don't know if that's the exact name but everyone loved it. I got a veggie which was just ok. Had no really great flavor. Next time I want to try a different veggie one, they had 2. I will deffinatly go back and try more of the rolls. The menu was pretty big and I'd like to try a lot of different things they have.",1
"Stopped in for dinner around 7 on a Wednesday and it was very dead. I ordered the blue cheese burger after hearing that it is very similar to Tessaro's. The only similarity that it shares is that they are both grilled on a wood fired grill. The burger was unbelievably bland, the char grilling made the exterior very bitter, and the bun was rather tasteless. For my choice of side I went with fries. I was excited when they first arrived, they looked like they were going to be crunchy and delicious, unfortunately they were greasy and limp. The only positive aspect of the meal was our very friendly and attentive server. I'm not sure if I will give City Grill another shot, I just know that if I do I will skip the burger.",0
"I went in today after having bought a Groupon about a month ago. \n\nThe Groupon said: \n\nChoose Between Two Options\n*$11 for one shellac gel fingernail polish (a $25 value)\n*$30 for three Groupons, each good for a shellac gel fingernail polish (a $75 total value)\nTechs trim nails, file,buffs and apply choice of polish, Shellac, OPI or Gelish maintains chip-free for up to 14 days.\nThe Fine Print\nExpires Jan 23rd, 2014. Limit 1 per person. Limit 1 per visit. Valid only for option purchased. Appointment recommended. Merchant is solely responsible to purchasers for the care and quality of the advertised goods and services. See the rules that apply to all deals. \n\nI just purchased one and am glad that I did not purchase more because they did not honor the Groupon deal as expected.  After the manicure, the lady asked to see my coupon, so I pulled up the Groupon voucher.  She then told  me it would be $10.   (When I first walked in, I specifically told her that I had a Groupon and she did not ask me if I wanted a \""""$10 upgrade\"""" to a manicure - she just jumped right in to do the manicure.) \n\nIn any case, I didn't feel like arguing over the $10 so I just paid it and left and also gave her a tip.\n\nAfter I got home and inspected my nails, I was totally disappointed in that she had screwed up 2 of my fingernails. I think the tip was way too generous given that she did a terrible job. I usually get 2 gel manicures per month, and I have to say compared to my normal manicures, this is the worst I have ever had. \n\nI will definitely not be going back to this salon.\n\nAlso, someone else wrote in their review that the Groupon was for polish only - if this was the case why did it specifically say \""""Techs trim nails, file,buffs and apply choice of polish, Shellac, OPI or Gelish maintains chip-free for up to 14 days.\""""  (To me that describes a manicure, not a simple application of polish.)  IF if didn't say this, I could see someone arguing that the deal was for application of polish only. (But in any case,  if that was their intent, they should have stated very clearly that the Groupon was for Gel Polish Application Only. They should have listed in the terms or fine print that a full manicure was not included and that you would be charged an additional $10 for the manicure.) \n\nBut either way, it seems to me the nail salon is trying to boost business and get new customers by running a Groupon deal.  However, if they make new customers unhappy because of some technicality in the wording of the Groupon, then they are just hurting their business instead of helping it.   \n\nI for one spend a lot of $ on nail services (Both gel manis and pedis) and in the future I won't be spending it at this salon based on my experience today.  There are way too many other shops in the Ballantyne area that do a better job.",0
"Went in at 8:45 - they close at 9. The girl behind the counter said the yogurt was open but the toppings were closed. They were right there, but not available. That's just laziness. It's a pass.",0
"I've began frequenting this place recently and I'm really glad I was told about it. flavorful food and large portions at a good price! Dining in is definitely the way to go here. Relax to the island music with a Hawaiian scratch made meal and delicious Hawaiian drinks!  I've tried all their items, the bowl in my opinion is the best!",1
"This is the general hub for any long distance or between city travel.  Whenever the time comes for me to travel home and back it's to this bus station I head and I'll talk here a little about both the journey and the station itself.\n\nThe station is well placed; just off Princes Street  and its back entrance leading into St James Shopping Centre.  This is really a coach station and if it's local buses you are after you want Princes Street or Georges Street which are both a quick walk away.  \n\nOnce inside it's cosy enough and a lot warmer than Waverley Station can be on a cold night.  There's usually plenty of seating, though last time I was here many of the seats had been taken out for some reason, but I'm sure they'll be back in due course.  There's a few pricey shops here, but apart from toilets not much else, but its a bus station so you can't really expect much more.  \n\nAs for the journey, if you are going long distance (and I've been on a 13 hour trip from here before) it's not too bad, but you'll want to bring a variety of things to do.  It always helps pass the time faster if you can swap activity every hour or so.  I would recommend the buses from here mostly because they're cheaper than the train for long journeys.",1
"The food is pretty good here, but the service is consistently horrible. I ordered the Catalina 1511 burger which was very good, except it was ice cold when they brought it too me. Every time I eat here, even when ordering regular beef type burgers, it is cold when it arrives. The flavor of the food is great, but service is usually bad, and was so on this occasion.",0
Never go there!\n\nFood is old and fermented. Service is slow and horrible. You need to call waitress for many times before you get coffee. And they don't want to speak English - French only.,0
"My family just had an elegant holiday dinner at The Statehouse at The Edgewater after an hour of skating on their Plaza.  There were 11 of us and we plan to make it a tradition every year when the kids come home for Christmas.  The food, service and wonderful atmosphere were all superb.\n\nGary Stebnitz",1
"Called to make an appointment for my fiance and they informed me they no longer make appointments due to the high volume of customers. No biggie, we took our chances and headed down there fairly early and there was already a few people waiting. I think we were there for about 1 1/2 hours total which was o.k. with me since the line grew increasingly long after only 30 minutes. The cut my fiance received was really good. He has had better cuts but we will definitely be returning. The end product is definitely worth the wait.",1
"We checked in at Harrah's Ak-Chin on 4/12/13 for our one year anniversary getaway.  Everything was fine for the first few hours, then it all started to hit the fan.\nThe room we were in was fine... at first.  The TV in the room, however, seemed posessed; turning itself on and off randomly.  We called facilities to get it taken care of and it was \""""fixed\"""" Friday night.  Saturday mid-day it started again.  Facilities came out, changed out the card...and it continued.  Add to that the barking dogs in the next room (the PetStay rooms were overbooked apparently) until at least 9 pm and starting again this morning (4/14/13) at 6:30 am, and you'd think I'd be done.  I'm not.  Last night in the Oasis Lounge there was a performance my husband and I wanted to see.  We showed up and were told that seating was only for those with wristbands or VIP status, and standing in a walkway of any sort was not feasible.  Well, it's not marketed in that way.  In fact online it states \""""no admission, no reservations needed\"""".  Nowhere does it state that there is a need for a wristband, etc.\nThat brings me to Agave's.  We went for breakfast both days, however the 2nd day was ONLY because it was comped due to the aforementioned issues.  The first morning I had something god awful in my soda.  It appeared that some sort of dark black-ish mold was on a piece of ice.  The cups for soda weren't fully cleaned (as evidenced by the remnant color on the bottom of the glass) as well.\n\nDon't waste your time, money, or gas driving out here just because it's got an awesome pool.  I STILL smell like cigarettes, and I don't even smoke!",0
"GREAT Doctor! Friendly team! \n\nHate long waits at doctors office? Me too! Dr. Inga and his team are by far the most organized and friendliest staff I've encountered. Most dental offices consist of long waits, rushed appointments, and the  feeling like nothing was accomplished. I can truthfully say at Dr. Inga's office, it's always a no wait appointment and most importantly, they work with your schedule.\n\nNot only is the staff and doctor very professional but also they truly take the time to explain and answer all questions. \n\nDr. Inga really came to the rescue for me. His staff was able to get me an emergency appointment for the the worse toothache I have ever had. I was immediately taken back to the room to see what was going on. Dr. Inga took the time to explain what needed to be done and let me know that it was going to be okay. His  priority was to get me out of pain, which he did!\n\nAlso, when it came time for my exam and cleaning, Dr. Inga took his time and was very thorough. Not like majority of other offices who think a cleaning should be so quick that you walk out of there feeling like nothing was done. He explained every step of what treatment that I needed and made sure I was comfortable each step of the way. \n\nI highly recommend Dr. Inga!  GREAT DOCTOR! GREAT TEAM! GREAT WORK!",1
"I guess I had more expectations of this place from seeing it on Food Network. The food was good but the service, decor and music was not good. I only gave 2 stars since I enjoyed my meal. My daughter had the pizza and I had the cheese ravioli. \nIf you want a smile from the wait staff...good luck. One was more interested in her phone and the guy was lacking all expressions. Thankfully our waitress (I think her name was Patty) was decent.\nThe decor is outdated and could use some color...its very drab and dark in here. \nThe music is rap...this is an Italian place and the music took away from the experience. I don't think I will be back again.",0
"I definitely want to come back!\n\nWe came in a group of 4 after First Friday around 9:30 or so. We parked across the street which at first I thought was a little strange but at least we found a spot fast.\n\nThe guy at the door was super nice while carding us & liked my checkered vans.\n\nWe had to wait about 15-20 min for a table. It was pretty crowded. \n\nWe made our way outside to the back bar through a patio filled with tables, chairs, & heaters all over.\n\nThere was a DJ type guy doing music which wasn't too bad.\n\nI remember my vodka tonic being stiff. I tasted my friends hoegaarden with a slice of orange & loved it!\n\nI noticed servers can be scarce sometimes.\n\nFood:\n- Hot Vings traditional style I think. It was a HUGE plus that these automatically come wth blue cheese instead of ranch. Yay!\n- The Good 'Ol Steak Salad looked good but I didn't try it. My friend said it was pretty good.\n- The Trifecta looked mouth watering. My friend let me try his fries. OMG! Some of the best fries I've ever had. Thin & crispy on the outside while still being perfect on the inside. I almost want to say they were sweet. Like sweet potato fries? Different but amazing.\n- Southern Fried Chicken Salad was mine. The chicken was tender & a tiny bit spicy. It comes with a huge hunk of green chile cornbread that had my mouth doing happy back flips.\n\nThere's quite a range in the type of people I saw there. My group was pretty casual. We were in jeans, tennis shoes, & I had vans on. There was an older gentleman smoking a cigar, a guy that looked exactly like a younger Chris Isaak, guys in dress shirts or tees, and a lot of girls in heels. Lot of good looking people there that night! I'm gonna say you can go casual but since it's getting close to Scottsdale people do dress up just a bit.\n\nThe bathrooms are also nice. I actually barely remember them but I don't remember anything bad.",1
"Oh, Veterans Park. How you so lovingly sit quietly along Central Ave with so many amenities. Not many people know of how accessible and resourceful this little Plaza Midwood assett truly is. \n\nStomp the break, the entrance comes up quickly, and pull up the long drive into the abundant parking lot. There are several tennis courts open for public use that stay lit into the evening hours. Get your game face on, shave that McEnroe mustache and grab your racket. Some experienced players show up to these courts on a daily basis. \n\nThis facility is perfect for an afternoon pickup game of softball/baseball, basketball or bocce. Also, many mountain bikers can be seen riding throughout the small wooded area and more open fields. \n\nBring the kiddos, too. There's a fantastic playground and, dare I say, a fantastic covered water fountain pavilion. Don't have kids? Pshh. Even the adults will have fun. Jets of water spraying out of the ground make for laughable memories and beat the heat like your mama didn't know. \n\nThere are plenty of trees to sit under and get in an afternoon of reading with your current literary treasure as well. \n\nI love this park and miss frequenting several times a week. One of the more quiet parks in town and is worth a visit!",1
"The view here is amazing! Definitely worth coming here just for that. We decided to come here for pre-dinner drinks since the restaurant wasn't open. \n\nUpon entering we were greeted by the hostess (shorter, brown hair) and she was super cold. She did smile, she didn't even say welcome, I'm almost sure she didn't even look at us, because as 5 of us were standing in front of her, she ask if we had 4 in our party. She just asked us for our last name that was pretty much it. For being such a high end upscale hotel, with a beautiful view, it ruined the experience. We knew she knew how to smile because talking to her coworker she smiled.\n\nOur waitress was really nice. We had the crafty Moscow and berry Bellini. \nThe crafty Moscow was super good. The ginger was strong which I loved, but I can see if you don't like ginger, you wouldn't like it. My friend had the berry Bellini didn't like it. Cocktails were $18. \n\nFor the view and the crafty Moscow I would give it 4 stars, but the hostess killed it.",0
"This place is a bit sketchy, and it's best if you speak Chinese.  But they do serve congee!  Which is awesome--although not the best, only place I've found in town that does it so check them out if you're feeling a bit under the weather. Otherwise, try out one of the other small Chinese places on campus for a less suspicious experience.",0
"The Titanic exhibit is absolutely worth doing if you have never seen it before.  First, you are given an ID of a specific person that you can track throughout the exhibit.  You can see their profession, ticket class, and, of course, if they live or die at the end.  It makes the experience a little more personal and fun.\n\nAs you walk throughout the museum, you get the history of the titanic and different artifacts that have been recovered over the years.  The coolest aspect of the museum (well, at least in my opinion) was getting to touch the piece of ice that reflects the temperature of the water when the ship sank.  Crazy.\n\nI'd definitely recommend the Titanic exhibit if you're interested in that sort of thing or don't know much about the history.  If you are a Titanic buff, however, this may not be the best use of your money while in Vegas.  It is moderately pricey.",1
This was a 20 minute waste over cooked fish and Chix dirty tables outside .Hey the canned Mtn Dew was 5 Stars . Never been here but go to Kfc next time if you want chix. Harbor Inn or Captains Galley if you want fish. If you want dirty tables to eat on go here...,0
"First off, FOOD was EXCELLENT but the service was terrible and unnecessarily so.    We had called ahead to let them know that we were a little late for our reservation. 10 minutes and I believe the standard allowable is 15 min.     Arrived to be told that they gave our table away and that we would have to wait for it.   Told them that was not satisfactory, that we had called ahead and were told this would be no problem.   They said they would see what they could do.   We were okay with that because we had found a table in the bar and figured we could have a few drinks.    Waited almost 40 minutes and asked 3 times for a bar menu.   This waiter ( I assume) kind of wander by and finally gave us an Ipad with no explanation as to what to do with it.   Tried to use it and it didn't work.   The same waiter came back and took it away and never came back???   At 50 minutes in, we asked about our table again and they said \""""Oh that's right, come with me,\""""  I'm guessing they forgot we were waiting???   We finally get seated and immediately ask for our drinks.   We again, had this Ipad given to us that didn't work.    Now an hour in, we asked somebody to please just take our drink order and bring us something.   Maybe the desperate plea is what they were waiting for because I'm assuming our \""""waiter\"""" finally came over and took our drink order.   It took a second request to \""""bring our drinks sometime...today\"""" and a half hour before our drinks finally arrived.   They then took our order and at this point we felt trapped.  We were hungry but hated being there but our friends were jet lag and not up for hunting down another place and waiting more time to get food.   So we reluctantly placed our order.   The food again was excellent but took about 30 minutes to come out.   But the service for our table was the equivalent to being served at a Denny's.   Our tableware was practically thrown on our table and made clanking noises when placed.  When our food was served, it was shoved in front of us to the point that our food slid to the other side of the plate.   \n\nIn total, we spent 3.5 hours there and only an hour of it eating.  2.5 was spent trying to get drinks, food...someone to acknowledge us?!?!    I hate writing these type of reviews because I feel like I'm whining but honestly it was this bad.   Not sure if this was an off night or new staff but it's unacceptable and I don't recommend dinner here.",0
So delicious!\nCan tell meat has something special source in it.,1
"Las Vegas Premium Outlets has always been the better of the Las Vegas area outlet malls. However, since they have redone the outlets down on the south end of Las Vegas Boulevard and made them into Las Vegas Premium Outlets North the original location has really lost its edge. The store selection here is now only SLIGHTLY better instead of being way better. And the southern location while crowded is not as mobbed as the original. This place has great hours; especially a plus is that it is open late on Sunday (after 6 PM). Considering this is 2014 and the era of internet shopping and a 24-7 town, they often get my business when I need to shop on a Sunday and the malls close early in Vegas. This mall is great for people watching as well! However, this mall is also the 'United Nations' of Las Vegas because it is so overrun with foreign tourists, many whom are rude or stupid and roll suitcases around and shove clothes in them. I guess this is why they sell heavy coats and fleece in many of the stores here considering you will only wear those on a handful of instances during a winter day in Las Vegas and maybe 30 times at night a winter. The only negative about the location is it is not in walking distance to any tourist areas (maybe downtown if you really want to walk) and for locals near the Spaghetti Bowl which is a major mess most of the time due to traffic. If you are on the south end of the valley, try the south outlets or even consider driving to Primm to the Outlet Mall there.",1
"Worst pizza in the world! I wouldnt take there pizza for free let alone 30$ for it. Much better choices in town. Service is not professional and lacks attention mid week afternoon shifts. The bartender has to serve you because theres no waitstaff on floor. The place is so dead, they dont staff and it effects service.",0
"Food is good! Service sucks....\n\nI'm here on a Monday at 2pm and there are 2 waiters running around, one is a scatter brain and looks stressed...and there are about 5 tables...I think 2 waiters should be able to take care of 5 tables. I was a waiter once and had to take care of 6 tables by myself.\n\nFood me and my friends ordered (total 4 of us):\n- Ramen DX - love the soup base\n- Smelt fish - the small fish with the smelt eggs inside yummm\n- Squid - half was dry (probably from sitting on the counter too long and the waitress forgot to give it to us until later)\n- Seaweed salad - good, more salad then seaweed though\n- Salmon sashimi - good\n- Spicy tuna roll - good\n- Okra - good, fresh\n- Fire roasted eggplant - good\n\n\nThings they forgot:\n-Spider roll - good if we actually got it on time (they gave it to the table next to us and when they realized we ordered it they took it off their table and gave it to us)\n-Coffee (be aware that their coffee is $4.50...like the price of Starbucks but tastes weak and is in a small cup)\n-We asked twice for them to refill our water\n-We ordered 2 Half ramen and only one came and they forgot the soup...by the time they brought out the soup the noodles had dried up and stuck together...then an hour later they brought out my friends half ramen\n- Pot Stickers (they took forever on this one and we asked twice and finally decided to cancel it because when we looked over at the waitress it looked like she forgot again)\n\nKeep in mind we placed this order all together in the beginning and didn't add on anything and they still messed up.\n\nSo 2 stars for good food but horrible service, I would've given 1 star if the food was bad as well. We gave $1.00 tip on our $74.00 bill and left.",0
"I was really hoping to enjoy this brewery more than I did. I think with such high reviews, I had high expectations of what I would find. \n\nAs another post says its not \""""Four Peaks\"""" and I'm assuming they are referring to the appearance and ambiance of the place. It came off really divvy and deteriorated to me with a dirty bar top and messy floors. The bathrooms were awful like something out of a truck stop and there was a complaint about the women's restroom overflowing while I was sitting at the bar. The bar keep just kind of shrugged it off in acknowledgment and did nothing. She didn't do much of anything in terms of explaining the place or the beer selection after asking about what was available. \n\nIt was completely dead on a Monday afternoon at happy hour so I can't speak much for how loud it gets. They did have a good beer selection on tap, so that is their obvious pull for people. Can't speak on their food is as I left after my second beer, just couldn't stomach the place after poor service and crappy atmosphere. \n\nI like a dive just as much as the next trendy hipster with a mustache but when the service is lousy, decor is boring, and things are a bit pricey. its time to move on to the next one.",0
"Let me say, this is not a store where the employees will be nice to you, ask you if you need help finding anything, or do anything at all to make you feel welcome, but it's soooo worth it.  \n\nThis dump has everything.  Piles and piles of fabric, ribbons, trim, notions, and so much various craft stuff it'll make your head spin.  Tiny pink and blue clothespins, cute little patches, bra straps, fake fur in every color of the rainbow, mini-chain by the yard, huge bins of zippers...I could go on and on.  If you make crafts you need to come to this store.  The prices are pretty good, too.  It's a magical place, complete with the angry trolls that cut your fabric and take your payment.",1
"I'm not one to write a bad review... But I was treated like a f*ckin second class citizen tonight. To the server who refused to give me water, F*CK YOU! You chose to serve everyone else, but me... And I'm assuming because I wasn't the type of race you'd like to serve. You straight up told me I can't have bottle of water, but yet you chose to serve very white person in the casino. You're part of the reason why this nation is a million steps backwards! Good luck b*tch! Don't let me cross you again.",0
"So tasty!! We had Tikka Masala, lamb Biryani and some Samosas.  Everything tasted so fresh and delicious.  We'll do this again...and again!",1
"Wife and I went to have lunch and try their pizza buffet that they recently reintroduced. While the pizza was pretty good and on-par with their normal pizza menu offerings, we were still disappointed. They do not have salad now (which they used to have) and their pasta is very similar to their pasta offerings EXCEPT that their is no meat or chicken in the pasta offerings. If their was any meat or chicken, it was in such small quantities that you could not see it or tell. They do have a small side salad for additional cost, but that too is very, very small. While their pizza is normal, the rest of the buffet is substandard. For the price, CiCi's is better, even if the pizza is of lesser quality.",0
Love Total Wine. Best booze selection I've ever seen. \n\nThe wine options are a bit confusing because I don't know wine very well. \n\nThe beer selections are phenomenal. \n\nI always spend more than I expect or want to but I always leave happy!,1
"Located inside Aria, this is a fancy looking cocktail lounge with great music. I liked how everything was so nicely set up. Someone would come by every now and then to clean up your table and to reorganize things nicely as they were each time. \nThe reason why I gave them 2 stars however is because of the cocktail. I tried 2 of their signature cocktails, but I felt like they really weren't that good especially considering the price. Perhaps it was supposed to be a savory cocktail or something, but it all just tasted to funky for me. I requested for something really sweet, and that was the recommendation I got. \nIf you are looking for somewhere \""""nice\"""" atmosphere wise, this is the place to go to, but otherwise don't go.",0
"I guess Emeril is too busy sitting on his laurels to realize that this is one of the worse resteraunts in the Palazzo.  The food lacks originality and more importantly flavor.  The bar tender didn't know anything about the wine selection or how to make a manhattan.  Seriously, they should just move this to the food court, right next to Nathan's.",0
"Lobby bar has very slow service. We sat there for almost 20 minutes before being waited on. Many other customers were getting irritated as well for the same reason. I love the movie and dinner idea, but again drink service during the movie was very slow. You get immediate attention when pushing the service button, but we waited forever for the drinks to actually get to us. The food was pretty good, but prices a bit high. I have to mention that the employees that took the tickets at the entrance were rude and immature. They just grabbed the tickets and started talking to one another...no personal customer service at all. Summary: great business idea, but hire some mature workers and make sure you have enough employees on hand to take care of your customers.",0
"Best club I've been to in my life and I've seen my fair share.  \n\nSTAY AT THE WYNN OR ENCORE\nStayed at the Wynn and XS is literally around the corner from the resort elevators.  Get in line at around 9, wait half an hour, get a stamp for ins-n-outs, and go back to the room throughout the night for a free drink, yay, or a J...  whatever your poison.  Get in line after 10 and good luck getting in... some of our friends didn't.  \n\nPOOL AREA\nThe main reason I enjoyed this club, especially as a smoker, is the large, open-air pool area.  Luckily we found a free \""""sofa-recliner\"""" that sits in the shallow area of the pool where you can dip your feet or lay back and watch the crowd - I suggest you grab one.  My wife and I partied, fell asleep on the recliner for an hour around 1am, woke up, grabbed another drink, had someone hold our spot, got back on the dance floor, and back to our seat until the club closed.\n\nBottle service tables around the pool don't seem VIP at all.  Close to impossible to get on guestlist for the average Joe.  FYI:  The table reservations line was the same length as the general admission line at around 11:30pm.\n\nWent here on a Saturday.  They played a mix of house and hip hop.  $14 Jack and Cokes are worth it because drinks are 1.5x - 2x larger than normal.  $14 henny shots not worth it when you have some in the room.  Admission: $30 guys, $20 girls.",1
"I've eaten in once and gotten delivery once from Thai Pod and both times the service, or rather severe lack thereof let this place down.\n\nThe food, to their credit, was fabulous, but waiting over an hour (both sitting in & delivery) for it to arrive really just isn't good enough. And yes, we waited over an hour for our STARTERS when we sat in.... which meant the entire dining experience took about 3 hours from start to finish.... Thanks but no thanks to dining here again.",0
"I fell in love with this Scottsdale treasure a few months ago.  Its the perfect place to grab lunch with friends, or to celebrate birthdays or wedding/baby showers.  I enjoyed the wild mushroom, spinach goat cheese tart, and a glass of chardonay, whilst sitting on the patio.  It was such a wonderful experience.  I look forward to my next visit there!",1
"The rating would have been 2 stars but after our dealing today it is not worth 2 stars. When trying to cancel our membership we were told that even though we were now on a month to month contract we would have to pay into December regardless. We apparently were a few days over our 30 days notice.... that as we were repeatedly told.... is in the contract we originally signed. The assistant conveniently mentioned this after we signed our termination agreement. When we asked to speak to the manager she said it was out of her hands.....what is the point of being a manager?.....They were perfectly capable of reducing our monthly payments when we informed them we  wanted to leave...but waiving a ridiculous fee which is the equivelent to stealing is out of their hands.....so a tip for everyone who wants to reduce their monthly fees....threaten to join another gym. Beyond that the gym can get very hot, bathrooms are often left in a mess and there can be long waits for equipment.....these things we often overlooked because no where is going to be perfect....but it is out of our hands now.",0
"Let's just say my grandmothers and moms baking is WAY better than this. It's overrated and blehhh. Definitely not worth the wait or the price. Go to your local mexican panaderia and I promise you'll spend less time, less money and say \""""YUM! Que bueno!\"""" more times than this ....whatever they call it..\""""fancy cakes.\"""" I wish Buddy did something about those employees, they have absolutely no sense of urgency when it comes to service. ANDALE! you have people waiting mensos!!",0
"Worst chipotle ever. SLOWWWW service, incompetent staff, and my burrito bowl is missing ingredients. Management- please do a better job at training your employees. They look like deer in headlights.",0
"Its a Vegas landmark. Everyone in the nightlife industry comes here after work, 5/6am for breakfast.\nHUGE portions, but rather pricy for locals. But its a retro diner type, it has an intertesting decor andthe food is ok. \nService is a little slow at times.\n\nCome around 2/3 am and its full of drunken tourists :)",1
"Came to the strip house before seeing peep show sat 10/6, love the d\u00e9cor and ambiance, the service is absolutely amazing.\nMini ciabata rolls are great very fresh they give you three cranberry, garlic cheese, and sourdough maybe.\nStrip house margarita it would have been ok but I forgot to tell them not to salt the glass (my fault, but ruined the drink for me) honestly I expected better drinks from a high end restaurant in Vegas\nFrench connection was made perfectly\nCaesar salad wonderful dressing anchovies were present and the croutons were delish nice cheese and garlic addition, fresh cracked pepper rounded it out \nLobster Bisque I've had better and the portion of lobster left so much to be desired and was pretty disappointing for the cost\nCrisply Scottish Salmon 5 stars! (The picture I've attached is of this dish) it was amazing and beautifully presented \n14 oz steak, my dinner companion said it was well worth the $54 price tag   \n\nThe above mentioned meal was $175 with tax and tip, we were in Vegas enjoying ourselves so why not but I think Morton's and Flemings are better (I don't eat steak so that opinion is based on seafood, drinks, and side dishes)",1
"I have been coming to this auto repair shop for 1-2 years now and until now I've been very happy with the service. I took my truck in there two weeks ago for a fairly simple fix and they wanted to charge me an arm and a leg for all these extra parts that weren't necessary. I paid the extremely pricey amount and got on with my day. This time I went in there for a misfire in cylinder 4 and needed new spark plugs and wires. Now I'm not expert with cars but I know darn sure that switching the spark plugs and wires is a simple process that can be done in about an hour. These gents wanted to charge me almost $11 for each spark plug ($6.50 retail) and $75 for the wire kit which runs about $50 normally. Now I understand that you've got to charge a premium when you're at the auto body shop but the labor cost is what made me sick. They charged me 2.5 hours of labor ($98/hr) just to switch out the plugs and wires. That is an absolute joke! \n\nThese guys do good work but they screw you on the labor costs. Be mindful. Needless to say, I will never go back to this shop again.",0
"Be careful. The servers can't pay attention to save their lives, and the management cares even less. I want to make sure people know how careless the management is, particularly Mark who seems to let his staff run around.",0
"My husband and I decided to eat some lunch at Sonny's in Concord.  That was a big mistake!  We asked the waitress what was on the $5.99 lunch special plate and she said you get two pieces of chicken, white or dark, french fries, slaw and garlic bread.  She or you can have any meat of your choice.  We chose the white meat chicken.  When our meal came there was a small wing and half of a chicken breast!\nYou could see where the breast was cut in half.  She tried to tell us that sometimes the pieces are small.  I told her don't even go there.  I know the difference from a small piece of chicken and one that has been cut in half.  I have cooked chicken all my life and I know what I am talking about!  They refused to make it good and we will never ever go there again because they are cheating the customers and we did not get what we paid for!!!!  They really do not even deserve one star!!!!!\nbev christenbury",0
"Food was superb, prices were good, atmosphere was ok, but it was busy and service really suffered.  We had the spaghetti western,  pizza, sole with pasta and a glass of wine ( all very tasty) $55 out the door.   I'll be back!",1
Brisket is good.  Service isn't all that. Pricy in my opinion.  Small side $2.25. Med $5.75!  One size soda cup $2.25.,0
"I am giving this place ONE star for the following reasons; first off the order took an hour and a half to be delivered. When we received our order, it was wrong. We paid extra for the thick crust on our pizza and also pepperoni. What we actually got was a PLAIN, COLD, cheese pizza that was thin and had obviously been sitting for a long time. We also ordered the Philly cheese steak sandwich. My husband is highly allergic to onions so we specified NO ONIONS on the sandwich, and what did it come with? ONIONS!!! After waiting an hour and a half for our order which was WRONG, obviously we were pretty irritated. We called them right away and got no answer. So we waited until the next day to call and complain. I can think of about fifty other things I'd rather spend $30 on than the horrible \""""meal\"""" we received from this place. We spoke to Ray who identified himself as the owner and were casually dismissed and he told us he had to talk to the employees who worked the night before and blah blah and he said to call back tomorrow. He was rude and completely dismissed the situation. We will NEVER order from them again!!!!!!",0
We're from San Diego where great Chinese food is everywhere. This place is probably the best we've had on this side of town. Great lunch specials and the dinners are good as well. Casual atmosphere but nice.,1
I've been here several times and the first two times were decent. I like their thin bread. But the last few times (4+) I've been here it's been very dirty. Every table has leftover food mess on it. The last time I was here it was so bad I asked a server to come wipe a table down. He did - but he didn't bother to clean the others while he was at it. They were still gross when I left.\n\nCame back today and it's the same thing. If the hygiene is this bad out front I fear for what it's like where you can't see. I probably won't be coming back.,0
"Unfortunately this place did not have the best food. I do not recommend the shrimp pasta, it came with super tiny canned shrimp for salads and not very many of them. I was wanting a seafood meal and this was not it. We were the youngest group in the whole restaurant but it was picked as an overall middle of the road place for a large group of people driving from all around town. The service was ok. I did not pay for the pasta dish as it was not good at all but I definitely paid $6 for the super small side salad that came with the meal. Overall I do not recommend this place although as stated in another post they have the best bread ever and the rest of the guests at our table seemed to enjoy their meals. I tasted my husband's food and it was way better than mine.",0
